id,book_id,word_id,index_no,japanese,created_at,updated_at
131,1,131,131,と連絡を取る、接触する,,
132,1,132,132,を見なす、を見る、を評価する,,
133,1,133,133,を尊敬する、を尊重する,,
134,1,134,134,捜す、を捜索する、を詳しく調べる,,
135,1,135,135,をつなぐ、を関連付ける,,
136,1,136,136,減少する、衰退する、を断る,,
137,1,137,137,を妨げる、を防ぐ,,
138,1,138,138,苦しむ、患う、(苦痛など)を経験する,,
139,1,139,139,を切り抜けて生き残る、より長生きする、生き延びる,,
140,1,140,140,を出版する、を公表する,,
141,1,141,141,機会(≒chance),,
142,1,142,142,(課された)仕事、作業、課題、タスク,,
143,1,143,143,産業、工業、勤勉(≒diligence),,
144,1,144,144,(情報伝達の)媒体、手段,,
145,1,145,145,経済(状態)、経済圏、節約,,
146,1,146,146,政策、方針、(個人の)主義,,
147,1,147,147,説明、勘定、口座,,
148,1,148,148,貿易、商売、取引,,
149,1,149,149,模範、モデル、模型、型,,
150,1,150,150,数字、姿、人物、図表,,
151,1,151,151,細胞、独房、電池,,
152,1,152,152,印象、イメージ、画像、像,,
153,1,153,153,感情、情動、感動,,
154,1,154,154,ストレス、圧力、強調,,
155,1,155,155,10年間,,
156,1,156,156,範囲、射程距離、(同類の)組,,
157,1,157,157,性格、個性、特徴、登場人物、文字,,
158,1,158,158,利点、優勢、有利,,
159,1,159,159,句、成句、言葉遣い,,
160,1,160,160,損害、損傷、❲~s❳損害賠償金,,
161,1,161,161,影響、(激しい)衝突、衝撃(力),,
162,1,162,162,方法、体系、秩序,,
163,1,163,163,❲通例~s❳資源、❲通例~s❳資金、才覚,,
164,1,164,164,地域、領域、部位,,
165,1,165,165,薬、医学,,
166,1,166,166,❲~s❳詳細(な情報)、細部,,
167,1,167,167,特徴、❲通例~s❳顔つき、特集記事[番組],,
168,1,168,168,機能、関数,,
169,1,169,169,利用、入手、接近(の機会・方法・権利),,
170,1,170,170,品目、項目、(同種の中の)〜個、(短い)記事,,
171,1,171,171,収入、所得,,
172,1,172,172,態度、考え方、心構え,,
173,1,173,173,用地、場所、跡地、(ウェブ)サイト,,
174,1,174,174,(物事の)側面、観点、様相,,
175,1,175,175,構造、体系、構造物,,
176,1,176,176,習慣、癖,,
177,1,177,177,関連、繋がり、(2地点を結ぶ)交通手段,,
178,1,178,178,(具体的な)例、実例、(特定の)場合,,
179,1,179,179,肯定的な、積極的な、確信して、(検査結果が)陽性の,,
180,1,180,180,否定的な、積極的な、(検査結果が)陰性の,,
181,1,181,181,複雑な、複合(体)の,,
182,1,182,182,現在の、現代の、通用している,,
183,1,183,183,精神の、知能の、頭の中で行う,,
184,1,184,184,特定の明確な、具体的な、(…に)特有の(to),,
185,1,185,185,重要な、重大な、意義深い,,
186,1,186,186,(…に)必要不可欠な(to / for)、本質的な,,
187,1,187,187,公用の、公式の、役所の,,
188,1,188,188,財政(上)の、財界の,,
189,1,189,189,学問の、大学の,,
190,1,190,190,気付いて、知って,,
191,1,191,191,〜の価値がある、(…する)に値する(doing)、(名)価値,,
192,1,192,192,潜在的な、可能性を秘めた,,
193,1,193,193,積極的な、活動的な、効力のある,,
194,1,194,194,デジタル方式の、デジタル[数字]表示の,,
195,1,195,195,可動[移動]式の、流動性のある,,
196,1,196,196,斬新な、目新しい,,
197,1,197,197,柔軟な、プラスチックの、ビニールの,,
198,1,198,198,化学の、化学的な,,
199,1,199,199,必要な(≒essential),,
200,1,200,200,結局(は),,
201,1,201,201,を特定する、を(…と)同一視する(with),,
202,1,202,202,を表す、を代表する、に相当する,,
203,1,203,203,を指し示す、を述べる,,
204,1,204,204,をどうにか成し遂げる、を管理する,,
205,1,205,205,に出席する、(を)世話をする、(…に)対処[対応]する(to),,
206,1,206,206,を維持する、と主張する、を養う,,
207,1,207,207,を調査する、をじろじろ見る、を概観する,,
208,1,208,208,に取って代わる、を取り替える,,
209,1,209,209,を(〜に)分類する(into)、を(〜から)えり分ける(from),,
210,1,210,210,(調査・実験など)を実施する、を導く,,
211,1,211,211,を結びつけて考える、(〜と)交際する(with),,
212,1,212,212,を試みる、企てる,,
213,1,213,213,を促進する、(通常受身形で)昇進する,,
214,1,214,214,を稼ぐ、を得る、をもたらす,,
215,1,215,215,を団結させる、(を)結合する、団結する,,
216,1,216,216,に食べ物[乳]を与える、に(〜を)供給[補給]する(with)、餌を食べる,,
217,1,217,217,を追い求める、(助けなど)を要請する,,
218,1,218,218,を観察する、に気づく、を遵守する,,
219,1,219,219,を明らかにする、を見せる,,
220,1,220,220,と推定する、を見積もる、を評価する,,
221,1,221,221,を反映する、(を)反射する、(を)熟考する,,
222,1,222,222,を引きつける,,
223,1,223,223,減少する(⇔increase)、〜を減らす,,
224,1,224,224,を無視する,,
225,1,225,225,(と)合う、に匹敵する、一致する,,
226,1,226,226,を定義する、を明確にする,,
227,1,227,227,適応する、を(…に)適合させる(to),,
228,1,228,228,貢献する、一因となる、(を)寄付する、(を)寄稿する,,
229,1,229,229,(を)交換する、両替する,,
230,1,230,230,を展示[陳列]する、を示す、を発揮する、(名)展示品,,
231,1,231,231,反応する、答える,,
232,1,232,232,を隠す(≒conceal)、隠れる,,
233,1,233,233,ではないと思う、を疑う,,
234,1,234,234,を取り除く、を解雇する,,
235,1,235,235,(ねじなど)を巻く、(道などが)曲がりくねる、巻きつく,,
236,1,236,236,を当然のことと思う、と仮定する、(権力など)を手に入れる、(責任など)を引き受ける,,
237,1,237,237,くつろぐ、緩む、をくつろがせる、を緩める,,
238,1,238,238,を満足させる、(条件など)を満たす,,
239,1,239,239,を強く望む,,
240,1,240,240,(〜に)成功する(in)、(〜を)継承する(to),,
241,1,241,241,概念、考え、(商品・販売の)コンセプト,,
242,1,242,242,流行、ファッション、方法、流儀,,
243,1,243,243,装置、機器、方策、デバイス,,
244,1,244,244,料金、世話、管理、告発,,
245,1,245,245,(…との)対照(with / to),,
246,1,246,246,(職場の)同僚,,
247,1,247,247,苦痛、痛み、苦悩、❲~s❳骨折り,,
248,1,248,248,請求書、【英】勘定書(≒【米】check)、法案,,
249,1,249,249,内容、中身、コンテンツ,,
250,1,250,250,部門、部分、地区、欄,,
251,1,251,251,(集合的に)聴衆、観客、視聴者,,
252,1,252,252,表面、❲the〜❳外見,,
253,1,253,253,(しばしば~s)作物、収穫高,,
254,1,254,254,話題、トピック、主題,,
255,1,255,255,技術、技巧、手法,,
256,1,256,256,地位、状態,,
257,1,257,257,選択(の自由)、選択肢,,
258,1,258,258,報酬、報い,,
259,1,259,259,人種、民族、競争,,
260,1,260,260,罪、犯罪、違法行為,,
261,1,261,261,争い、論争、不一致,,
262,1,262,262,闘い、懸命の努力,,
263,1,263,263,状況、背景、文脈,,
264,1,264,264,討論、論争、討論会,,
265,1,265,265,燃料、勢いを増加させるもの,,
266,1,266,266,汚染、公害,,
267,1,267,267,(〜への)傾向(toward)、流行,,
268,1,268,268,均衡、バランス、(体の)平衡、残高,,
269,1,269,269,交通、通行、交通[輸送]量、(不正)取引,,
270,1,270,270,戦略,,
271,1,271,271,基礎、根拠、基準,,
272,1,272,272,❲通例~s❳結果、重大性,,
273,1,273,273,目的、目標、狙い,,
274,1,274,274,祖先(⇔descendant 子孫)、原型,,
275,1,275,275,遺伝子,,
276,1,276,276,跡、軌道、【米】(鉄道の)番線、走路,,
277,1,277,277,革命、回転、(天体の)公転(⇔rotation 自転),,
278,1,278,278,進歩、前進,,
279,1,279,279,認知の,,
280,1,280,280,理想的な、観念的な,,
281,1,281,281,効率的な、有能な,,
282,1,282,282,普遍的な、宇宙の、万能の,,
283,1,283,283,莫大な、広大な,,
284,1,284,284,追加の、余分の、別勘定の,,
285,1,285,285,全体の、全部の(whole)、完全な,,
286,1,286,286,精通している、よく知られている,,
287,1,287,287,明らかな(≒clear),,
288,1,288,288,道徳(上)の、倫理的な、道徳的な,,
289,1,289,289,一般の、普通の、並の,,
290,1,290,290,(〜に)等しい(to)、匹敵する、平等な,,
291,1,291,291,以前の、前の,,
292,1,292,292,間違った、虚偽の、偽の,,
293,1,293,293,まれな、珍しい、希少な,,
294,1,294,294,法律の、合法の(⇔illegal 違法の),,
295,1,295,295,(…から)独立した(of / from),,
296,1,296,296,極端な、極度の、過激な,,
297,1,297,297,実際の、現実の,,
298,1,298,298,いとわない、かまわないと思う,,
299,1,299,299,都市の、都会的な(⇔rural),,
300,1,300,300,〜するのに(対し)、〜する一方,,
301,1,301,301,を予言[予測]する,,
302,1,302,302,を調べる、を診察する、を尋問する,,
303,1,303,303,を信頼する、を(信頼して)託す,,
304,1,304,304,を動けなくする、を突き刺す、(…に)くっつく(to / on),,
305,1,305,305,現れる、明らかになる、台頭する,,
306,1,306,306,さまざまである、変わる、を変える,,
307,1,307,307,を放出する、を解放する、を発表する,,
308,1,308,308,〜を分ける、分かれる,,
309,1,309,309,(人)が…できるようにする、を可能にする,,
310,1,310,310,(を)判断する、に判決を下す,,
311,1,311,311,頼る(≒depend),,
312,1,312,312,を従事させる、を(…として)雇う(as)、(…に)従事する(in / with),,
313,1,313,313,を変える、移す、変わる、移動する,,
314,1,314,314,を採用する、(態度など)をとる、を養子にする,,
315,1,315,315,を得る、を習得する,,
316,1,316,316,(を)拡大する、(を)詳説する,,
317,1,317,317,を拒む、を断る、拒絶する,,
318,1,318,318,の心を打つ、を襲う、を打つ、(に)ぶつかる,,
319,1,319,319,(を)繰り返す、を復唱する,,
320,1,320,320,を消費する、を食べる、飲む,,
321,1,321,321,を混同する、を当惑させる,,
322,1,322,322,を選ぶ、えり抜く,,
323,1,323,323,(徐々に)発展する、進化する,,
324,1,324,324,を納得[確信]させる,,
325,1,325,325,を思い出す、を呼び戻す,,
326,1,326,326,を破壊する、(人)を破滅させる,,
327,1,327,327,を保存する、を保持する、を保護する,,
328,1,328,328,を準備する、を組織する,,
329,1,329,329,(人)に(〜を)警告[注意]する(of / against),,
330,1,330,330,(問題など)に対処する、に演説する、(手紙など)を(〜宛てに)出す(to),,
331,1,331,331,〔機械〕を操作する、〜を手術する、機能する,,
332,1,332,332,参加する,,
333,1,333,333,を取り巻く、にまつわる,,
334,1,334,334,流れる、(…から)生じる(from)、(名)流れ,,
335,1,335,335,(人)を退屈させる、うんざりさせる,,
336,1,336,336,(と)不平[苦情]を言う、訴える,,
337,1,337,337,を主催する、のホスト役を務める,,
338,1,338,338,を(〜と)結び付ける(with)、(〜と)結び付く(with),,
339,1,339,339,を伸[延]ばす、伸びる、及ぶ,,
340,1,340,340,を正当に評価する、を鑑賞する、を感謝する,,
341,1,341,341,(到達・攻撃)目標、的,,
342,1,342,342,要素、成分、元素、(an ~ ofで)少しの,,
343,1,343,343,原則、原理、主義、信条,,
344,1,344,344,現象,,
345,1,345,345,❲the〜❳大気、雰囲気,,
346,1,346,346,起源、源,,
347,1,347,347,個性、性格,,
348,1,348,348,(最大)容量、収容能力、(潜在)能力,,
349,1,349,349,利益、収益(率)、得,,
350,1,350,350,❲通例~s❳状況、事情、境遇,,
351,1,351,351,❲~s❳作法、方法、物腰,,
352,1,352,352,脅威、(悪い)兆し、脅迫,,
353,1,353,353,居住者、滞在者,,
354,1,354,354,富、資源、富裕,,
355,1,355,355,機関、協会、施設、制度,,
356,1,356,356,❲通常the ~ties❳(関係)当局、権威、権限,,
357,1,357,357,投票、投票結果、❲the~❳選挙権,,
358,1,358,358,光景、❲the ~s❳名所、目にすること、視野、視力,,
359,1,359,359,運動、軍事行動,,
360,1,360,360,❲しばしば~s❳資金、基金,,
361,1,361,361,❲The W-❳ウェブ、(クモの)巣,,
362,1,362,362,象徴、シンボル、記号、標章,,
363,1,363,363,分析(結果)(⇔synthesis),,
364,1,364,364,(本、製品などの)版、解釈,,
365,1,365,365,観点、見方、大局観、遠近法,,
366,1,366,366,危機,,
367,1,367,367,災害、惨事,,
368,1,368,368,講義、講演、説教,,
369,1,369,369,心理学、心理(状態),,
370,1,370,370,(社会的、文化的)性、性別,,
371,1,371,371,(社会的な)慣習、❲~s❳税関、❲~s❳関税,,
372,1,372,372,裁判所、法廷、裁判、宮廷、中庭,,
373,1,373,373,砂漠、不毛の地,,
374,1,374,374,土地、土壌、(悪事などの)温床,,
375,1,375,375,農業、農学、畜産,,
376,1,376,376,化石、時代遅れの人[物],,
377,1,377,377,(公)文書、書類、記録、資料,,
378,1,378,378,語彙,,
379,1,379,379,聡明な、知能を有する,,
380,1,380,380,意識して、気づいて(≒aware),,
381,1,381,381,能力がある、有能な,,
382,1,382,382,正確な、精密な,,
383,1,383,383,基本的、必須の,,
384,1,384,384,人工の(⇔natural 自然の)、不自然な,,
385,1,385,385,確固たる、堅固な、安定した,,
386,1,386,386,総合的な、全体的な,,
387,1,387,387,田舎の(⇔urban)、田園の,,
388,1,388,388,軍の、軍事(用)の,,
389,1,389,389,核の、原子力の,,
390,1,390,390,生物学(上)の,,
391,1,391,391,絶え間ない、一定の,,
392,1,392,392,(人・規律・自体・天気などが)厳しい、猛烈な,,
393,1,393,393,視覚の、目に見える,,
394,1,394,394,莫大な、巨大な,,
395,1,395,395,便利な、都合のいい,,
396,1,396,396,家庭の、国内の、(動物が)飼いならされた,,
397,1,397,397,大規模な、大量の、大衆(向け)の,,
398,1,398,398,典型的な、(〜に)特有の(of),,
399,1,399,399,海外へ[に、で](≒abroad),,
400,1,400,400,それにもかかわらす(≒nonetheless),,
401,1,401,401,を論証[証明]する、デモをする,,
402,1,402,402,振る舞う、作動する,,
403,1,403,403,を教育する、に教える、(能力など)を養う,,
404,1,404,404,を購入する,,
405,1,405,405,を勧める,,
406,1,406,406,(を)(しぶしぶ)認める、に(〜への)入場[入学など]を認める(to / into),,
407,1,407,407,を生み出す、(電気など)を発生させる,,
408,1,408,408,(を)調査[探求]する、(を)探検[探査]する,,
409,1,409,409,をびっくりさせる,,
410,1,410,410,を引き裂く、裂ける,,
411,1,411,411,を解決する、(に)移り住む、を落ち着かせる,,
412,1,412,412,を持つ[する]余裕がある、を与える,,
413,1,413,413,と結論づける、を締めくくる、を締結する,,
414,1,414,414,を宣伝する、(…を求める)広告を出す(for),,
415,1,415,415,に遭遇する、に(思いがけず)出会う,,
416,1,416,416,に思い出させる,,
417,1,417,417,❲受身形で❳位置する、の位置を探し当てる,,
418,1,418,418,を援助する、助ける(≒help),,
419,1,419,419,を位置づける、評価する、(ある地位に)位置する,,
420,1,419,419,(を)かむ、(に)かみつく、(を)刺す,,
421,1,420,420,を配達する、(演説、講義)をする、子を産む,,
422,1,421,421,に気付く、を知覚する、を理解する,,
423,1,422,422,を区別する,,
424,1,423,423,を暗に意味する、を必然的に伴う,,
425,1,424,424,を処理する、扱う、を論じる、を商う,,
426,1,425,425,を(…のことで)賞賛する(for)、賛美する,,
427,1,426,426,訴える、抗議する、(上級審に)上訴する,,
428,1,427,427,(を)強く主張する、要求する,,
429,1,428,428,競う、❲通例否定文で❳(〜に)匹敵する(with),,
430,1,430,430,を否定する、を拒む,,
431,1,431,431,を拒否する,,
432,1,432,432,を意図する,,
433,1,433,433,をさらす、を暴露する、を露出する,,
434,1,434,434,に賛成する、を好む、をひいきする,,
435,1,435,435,(人)を奮起させる、を喚起する,,
436,1,436,436,を提案する、をもくろむ、結婚を申し込む,,
437,1,437,437,(語)をつづる、という語になる,,
438,1,438,438,呼吸する、を吸う,,
439,1,439,439,を修理する(≒fix)、を修復する,,
440,1,440,440,(〜から)成る(of)、(〜に)ある(in),,
441,1,441,441,意見、コメント、批判,,
442,1,442,442,❲通例 ~s❳指示、❲~s❳(製品の)使用書,,
443,1,443,443,宗教、信条、信仰(心),,
444,1,444,444,地域、近所,,
445,1,445,445,実験室、研究室,,
446,1,446,446,存在、出席、面前,,
447,1,447,447,自信、信頼、秘密,,
448,1,448,448,害、損害,,
449,1,449,449,部類、区分、範疇,,
450,1,449,449,器具、楽器(=musical instrument),,
451,1,451,451,資本、首都、大文字(=capital letter),,
452,1,452,452,結果(≒result)、成果,,
453,1,453,453,概念、観念、見解、意向,,
454,1,454,454,(書物などの)論評、再調査、【米】復習,,
455,1,455,455,特性(≒feature),,
456,1,456,456,多様性、相違点,,
457,1,457,457,犠牲(者)、被害者,,
458,1,458,458,場合、時、行事、機会,,
459,1,459,459,施設、設備、機能、才能,,
460,1,460,460,在庫品、蓄え、株,,
461,1,461,461,会議、協議,,
462,1,462,462,人類、人間性、人情、❲(the)〜ties❳人文科学,,
463,1,463,463,方言,,
464,1,464,464,割合、部分、釣り合い,,
465,1,465,465,助言、秘訣、チップ、先端,,
466,1,466,466,弁護士,,
467,1,467,467,(漠然と)物、素材、素質,,
468,1,468,468,快適さ、慰め,,
469,1,469,469,哲学、原理、人生観,,
470,1,470,470,哺乳動物,,
471,1,471,471,量(⇔quality)、分量,,
472,1,472,472,風景、領域、状況,,
473,1,473,473,部族、仲間,,
474,1,474,474,器官、臓器、組織、(パイプ)オルガン,,
475,1,475,475,試み、(品質・性能などの)試験、裁判、試用期間,,
476,1,476,476,規範、標準,,
477,1,477,477,規範、暗号、法典,,
478,1,478,478,物質、実体、趣旨,,
479,1,479,479,多様な、種々雑多な,,
480,1,480,480,非常に数の多い,,
481,1,481,481,狭い、細い、限られた,,
482,1,482,482,広範囲にわたる、広く普及した,,
483,1,483,483,(〜に、…するのに)十分な(for ; to do),,
484,1,484,484,適切な、正式の、❲名詞の後ろで❳主要な、(〜に)固有の(to),,
485,1,485,485,言語の、言語学の,,
486,1,486,486,年1回の、例年の、1年間の,,
487,1,487,487,現代の、同時代の、同年輩の,,
488,1,488,488,(〜と)反対の(to),,
489,1,489,489,(規則などが)厳しい、厳格な,,
490,1,490,490,市民の、民間の、民事の(⇔criminal 刑事の),,
491,1,491,491,奇妙な(≒strange)、奇数の,,
492,1,492,492,不明の、(〜に)知られていない(to)、無名の,,
493,1,493,493,よりすぐれた(⇔inferior),,
494,1,494,494,敏感な、神経質な、微妙な,,
495,1,495,495,(人・気質などが)激しい、暴力的な,,
496,1,496,496,仮想の、事実上の,,
497,1,497,497,(〜に)かまわない、無頓着な(of),,
498,1,498,498,即座の、当面の、すぐそばの、直接の,,
499,1,499,499,重要な,,
500,1,500,500,いくぶん、多少,,
501,1,501,501,を解釈する、(を)通訳する,,
502,1,502,502,を翻訳する、を(〜に)変える(into),,
503,1,503,503,(を)集中する,,
504,1,504,504,に(…するように)頼む(to do)、を要請する,,
505,1,505,505,を批判する、を批評する,,
506,1,506,506,を克服する,,
507,1,507,507,を得る,,
508,1,508,508,に知らせる、情報を提供する,,
509,1,509,509,を確実にする(≒make sure)、を守る,,
510,1,510,510,を発表[公表]する、知らせる、(物事が)告げる,,
511,1,511,511,(人)に(許可・権利など)を与える、を認める,,
512,1,512,512,凍る、を凍らせる、(計画・資金など)を凍結する,,
513,1,513,513,に反対する、を対抗[対比]させる,,
514,1,514,514,異なる,,
515,1,515,515,をひどく嫌う、を残念に思う,,
516,1,516,516,を強調する、を重視する,,
517,1,517,517,を雇う(≒give ~ ajob)、を使う(≒use),,
518,1,518,518,(功績など)を(〜に)帰する(to)、を信じる,,
519,1,519,519,を変える、変わる,,
520,1,520,520,を建設する(=build)、を構成する,,
521,1,521,521,生じる,,
522,1,522,522,を打ち負かす、(を)打つ、たたく,,
523,1,523,523,を後悔する,,
524,1,524,524,を変える、変わる(≒change),,
525,1,525,525,を吸収する、を併合する、を夢中にさせる,,
526,1,526,526,を失望させる、(希望など)をくじく,,
527,1,527,527,を治す、を取り除く、(病気が)治る,,
528,1,528,528,を輸送する、を運ぶ,,
529,1,529,529,急いで行く、性急に行動する、をせき立てる,,
530,1,530,530,を掛ける、かかる、を絞首刑にする、垂れ(下が)る,,
531,1,531,531,を責める、の責任を負わせる,,
532,1,532,532,を魅了する,,
533,1,532,532,を(法的に)禁止する、を締め出す,,
534,1,534,534,回復する、を取り戻す,,
535,1,535,535,を祝う、を挙行する,,
536,1,536,536,を製造する、をでっち上げる,,
537,1,537,537,影響し合う、相互に作用する,,
538,1,538,538,の段取りをつける、を手配する、を配置する,,
539,1,539,539,を調整する、を適合させる、を順応する,,
540,1,540,540,を確認する、を裏付ける,,
541,1,541,541,見識、理解(力)、洞察力,,
542,1,542,542,革新、新機軸,,
543,1,543,543,予算、経費,,
544,1,544,544,料金、謝礼,,
545,1,545,545,❲~s❳経費、費用、犠牲,,
546,1,546,546,借金、負債、恩義 ,,
547,1,547,547,貸付金、融資、貸すこと,,
548,1,548,548,義務、❲しばしば〜ties❳職務、関税,,
549,1,549,549,不安、恐れ、警報装置,,
550,1,550,550,緊急(事態),,
551,1,551,551,民主主義、民主政治、民主国家,,
552,1,552,552,大臣、(プロテスタント系の)聖職者,,
553,1,553,553,仲間、同僚、同級生、男,,
554,1,554,554,(〜の)候補(者)(for)、志願者,,
555,1,555,555,(大)企業、法人,,
556,1,556,556,固定観念、決まり文句,,
557,1,557,557,道(筋)、路線、ルート、(〜の)手段(to),,
558,1,558,558,生涯、(心身の)不調、混乱,,
559,1,559,559,憂うつ、うつ病、不況、低気圧,,
560,1,560,560,兵器、武器(≒arms),,
561,1,561,561,(他国からの)移民、移住、入国管理,,
562,1,562,562,(〜に対する)障壁(against / to)、防壁,,
563,1,563,563,不利(な点)、障害、(信用などの)損失,,
564,1,564,564,気分、機嫌、雰囲気,,
565,1,565,565,動き、動作、運動、動議,,
566,1,566,566,決まり切った仕事、いつもの手順,,
567,1,567,567,規律、しつけ、訓練、懲戒、学問分野,,
568,1,568,568,作り話、神話,,
