id,master_word_id,translation,created_at,updated_at
154,2684,写真、絵,,
155,2685,〜が聞こえる,,
156,2686,家族,,
157,2687,〜を買う,,
158,2688,場所,,
159,2689,〜だろう,,
160,2690,違った,,
161,2691,クラス、学級,,
162,2692,これら,,
163,2693,doの3人称・現在単数形,,
164,2694,親切な,,
165,2695,家,,
166,2696,熱心に、激しく,,
167,41,考え、思いつき、理解、見解、概念,,
168,2697,おお,,
169,2698,（〜を）書く,,
170,2699,（〜を）感じる,,
171,2700,女の人,,
172,2701,単語,,
173,2702,〜のまわりに,,
174,2703,（〜を）よぶ,,
175,2704,今日（は）,,
176,2705,ここに,,
177,2706,ちょうど,,
178,2707,"より良い（good, wellの比較級）",,
179,2708,戻って,,
180,2709,外へ,,
181,2710,（〜を）理解する,,
182,1921,それぞれの、それぞれ、どれもこれも,,
183,2711,どうぞ,,
184,2712,（女性の姓の前に置いて）〜さん,,
185,2713,水,,
186,2714,小さい,,
187,2715,大きい,,
188,2716,〜しよう,,
189,2717,〜してもよい、〜かもしれない,,
190,2718,3つの、3,,
191,2719,問題,,
192,2720,最も多くの,,
193,2721,いつも,,
194,2722,歩く,,
195,2723,すばらしい,,
196,2724,（〜に）答える,,
197,2725,先生,,
198,2726,試合、ゲーム,,
199,2727,再び,,
200,2728,市、都市,,
201,2729,（〜を）去る,,
202,2730,〜の中へ,,
203,2731,よく、しばしば,,
204,2732,（〜を）話す,,
205,2733,〜をじっと見る,,
206,2734,〜を持ち続ける,,
207,2735,同じ,,
208,2736,週,,
209,2228,を(〜に)変える(to / into),,
210,2737,どこに,,
211,2738,いくつかの,,
212,2739,お金,,
213,2740,朝,,
214,2741,美しい,,
215,2742,（〜に）会う,,
216,2743,未来,,
217,2744,動物,,
218,2745,興味を持った,,
219,2746,よろしい,,
220,2747,名前,,
221,2748,おもしろい,,
222,2749,"最も良い（good, wellの最上級）",,
223,2750,難しい,,
224,2751,小さい,,
225,2752,例,,
226,2753,部屋,,
227,2754,仕事,,
228,2755,滞在する,,
229,2756,〜を置く,,
230,2253,"(〜を、…ということを)確信して(of, that節)",,
231,2757,決して〜ない,,
232,2758,一緒に,,
233,2759,（〜を）練習する,,
234,2760,別の,,
235,2761,犬,,
236,2762,町,,
237,2763,〜をやめる,,
238,4,を意味する、(…する)つもりである(to do),,
239,2764,月,,
240,11,を決める、に決着をつける,,
241,2765,走る,,
242,2766,〜をきれいにする,,
243,2767,（〜に）…を教える,,
244,2768,チーム,,
245,2769,駅,,
246,2770,若い,,
247,2771,〜を動かす,,
248,2772,〜でさえも,,
249,2773,始まる,,
250,2774,〜を望む,,
251,2325,〜に参加する,,
252,2775,〜の真上に,,
253,2776,夜,,
254,2237,経験,,
255,2777,be動詞の過去分詞,,
256,2212,(を)覚えている、(を)思い出す、(…すること)を覚えておく(to do),,
257,2778,〜を持ってくる,,
258,2779,〜を愛する,,
259,2780,〜の近くに,,
260,2781,アメリカ,,
261,2782,図書館,,
262,2783,やあ,,
263,2784,〜前に,,
264,2785,公園,,
265,2786,男の子,,
266,2787,店,,
267,2788,部分,,
268,2789,すてきな,,
269,2790,クラブ,,
270,2791,そのような,,
271,2792,列車,,
272,2793,一員,,
273,2794,だれでも,,
274,2795,ときどき,,
275,2796,〜の間ずっと,,
276,2215,成長する,,
277,2797,話、物語,,
278,2798,外国の,,
279,2799,山,,
280,2800,数,,
281,2801,バス,,
282,2802,夏,,
283,2803,分,,
284,2804,簡単な,,
285,2805,まだ,,
286,2806,聞く,,
287,2807,人気のある,,
288,2808,（1）時間,,
289,2245,音,,
290,2809,少数の,,
291,2810,まもなく,,
292,2811,しかしながら,,
293,2812,眠る,,
294,2813,女の子,,
295,2814,下へ,,
296,2815,進路,,
297,2816,すまなく思って,,
298,2817,祭り,,
299,2818,昼食,,
300,3921,高校,,
301,2819,（〜に）…を送る,,
302,2820,驚いた,,
303,2821,自分自身の,,
304,2822,あれら、それら（thatの複数形）,,
305,2823,科学者,,
306,2824,より遅く,,
307,2825,人,,
308,2826,音楽,,
309,2827,十分な,,
310,2828,兄弟,,
311,2829,たいてい,,
312,2830,離れて,,
313,2211,(…ということ)を信じる、(…だ)と思う(that節),,
314,2831,〜を終える,,
315,2832,手,,
316,2833,明かり,,
317,2834,〜を通して,,
318,2835,〜する間に,,
319,2836,〜なしで,,
320,2837,5つの、5,,
321,2838,夢,,
322,2839,ほほえむ,,
323,2840,スポーツ,,
324,2841,車,,
325,2842,地球,,
326,2843,映画,,
327,2844,手紙,,
328,2845,4つの、4,,
329,2846,木,,
330,2226,(事が)起こる、たまたま(…)する(to do),,
331,2847,何か（疑問文で）,,
332,2848,待つ,,
333,2849,親,,
334,2850,2番目の,,
335,2851,〜を開ける,,
336,2852,競技者,,
337,2853,〜できる（be … to do で）,,
338,2854,それの（itの所有格）,,
339,2855,こんにちは,,
340,2856,博物館,,
341,2249,世話、介護、注意、心配,,
342,2236,言語,,
343,2857,特別な,,
344,2858,オーストラリア,,
345,2859,情報,,
346,2860,集団、グループ,,
347,2861,〜しなければならない,,
348,2862,有名な,,
349,2863,茶,,
350,2864,姉妹,,
351,2865,大きい,,
352,2866,サッカー,,
353,2867,紙,,
354,78,文化、教養、工作、養殖、培養,,
355,2868,悪い,,
356,2869,〜を手に持つ,,
357,2870,レストラン,,
358,2871,明日（は）,,
359,2268,を失う,,
360,2872,日曜日,,
361,2873,両方,,
362,2874,かばん,,
363,2875,誕生日,,
364,2876,素晴らしい,,
365,2877,植物,,
366,2878,花,,
367,2879,前部,,
368,2880,旅行,,
369,2881,昨日（は）,,
370,2882,だれか,,
371,2883,（〜を）選ぶ,,
372,2884,空間,,
373,2885,歌,,
374,2363,ボランティア、志願者,,
375,2230,の向きを変える、を回す,,
376,2886,歴史,,
377,2887,行事,,
378,2888,（〜を）旅行する,,
379,2889,鳥,,
380,2213,(〜について)心配する(about),,
381,2890,お気に入りの,,
382,2891,川,,
383,2892,自転車,,
384,2893,早く,,
385,2894,ロボット,,
386,2895,活動,,
387,2896,座る,,
388,2897,〜を飲む,,
389,2898,午後,,
390,2899,速い,,
391,2900,理科,,
392,2901,祖父,,
393,2902,スピーチ,,
394,2903,（〜を）歌う,,
395,2904,医者,,
396,2905,〜以来,,
397,2906,強い,,
398,2907,海（the ~）,,
399,2908,〜の間に,,
400,2909,役に立つ,,
401,2910,〜することができない,,
402,2911,悲しい,,
403,43,会社、(集合的に)仲間、(仲間と)一緒にいること、一座,,
404,2912,土曜日,,
405,2913,真実の,,
406,2914,病院,,
407,2915,点,,
408,2916,パーティー,,
409,2917,（〜を）料理する,,
410,2251,人間の,,
411,2918,同意する,,
412,2919,夕食,,
413,2920,コンピュータ,,
414,2921,寒い,,
415,2922,テーブル,,
416,2923,目,,
417,2267,（［競技など］に）勝つ(⇔lose),,
418,2924,10の、10,,
419,2925,ほとんど,,
420,2926,テレビ,,
421,2927,〜を建てる,,
422,2928,飛ぶ,,
423,2929,テニス,,
424,2272,を着ている,,
425,2930,建物,,
426,2931,〜を売る,,
427,2932,離れて、〜から離れて,,
428,2933,アメリカ人、アメリカの,,
429,2934,中学校,,
430,2935,宿題,,
431,2936,青い,,
432,2937,力、エネルギー,,
433,2938,番組,,
434,2939,祖母,,
435,2940,うれしい,,
436,2941,計画,,
437,2942,クラスメイト,,
438,2943,［金銭など］を使う,,
439,2944,身体,,
440,2945,色,,
441,2946,（theをつけて）インターネット,,
442,2947,〜を壊す,,
443,2948,〜まで（ずっと）,,
444,2949,魚,,
445,2277,伝言、メッセージ,,
446,2950,ママ,,
447,47,理由、(…する)根拠(to do)、理性、分別,,
448,2366,楽しみ,,
449,2951,〜を運ぶ,,
450,2952,かつて,,
451,2282,(…する)見こみ(of doing)、機会,,
452,2953,緑色の,,
453,2954,伝統的な,,
454,2955,病気の,,
455,2956,箱,,
456,2957,店,,
457,2958,休暇,,
458,2959,気持ち,,
459,2960,暖かい,,
460,2961,白い,,
461,2962,〜を閉じる,,
462,2963,雨が降る,,
463,2964,通り,,
464,112,を引き出す、を引く、を描く、近づく,,
465,2965,機械,,
466,2966,円,,
467,2967,終わり,,
468,2252,自由な,,
469,2968,赤ん坊,,
470,2969,新聞,,
471,2970,〜の真下に,,
472,2971,ドア,,
473,2972,（〜を）忘れる,,
474,2973,贈り物,,
475,2974,何でも,,
476,2975,顔,,
477,2976,落ちる,,
478,2977,ネコ,,
479,2978,すでに,,
480,2979,ついに,,
481,2980,実際に,,
482,2232,立つ、を我慢する(≒bear),,
483,2981,村,,
484,2982,グラフ、図表,,
485,2225,を救う、(時間・金銭など)を節約する,,
486,2983,買い物,,
487,2984,赤い,,
488,2985,冬,,
489,2986,電話（機）,,
490,2987,興奮した,,
491,2988,かつて,,
492,2989,6つの、6,,
493,2990,制度,,
494,2991,泣く,,
495,2992,簡単に,,
496,2993,ニュース、知らせ,,
497,2312,"(〜を、…ではないかと)恐れて(of, that節)",,
498,2994,疲れて,,
499,2995,森,,
500,2996,数学,,
501,2243,自然,,
502,2997,〜をつかまえる,,
503,2998,野球,,
504,2999,泳ぐ,,
505,3000,忙しい,,
506,3001,衣服,,
507,3002,（theをつけて）太陽,,
508,2214,（を）(〜に)説明する(to),,
509,3003,力,,
510,2244,(…するという)規則(to do /  that節),,
511,51,環境(≒surroundings),,
512,3004,カナダ,,
513,3005,何も〜ない,,
514,3006,星,,
515,3007,ようこそ,,
516,3008,〜を続ける,,
517,3009,遅れた,,
518,3010,農家（の人）,,
519,3011,速く,,
520,3012,30の、30,,
521,2224,（［代金］を）払う,,
522,3013,週末,,
523,3014,空気,,
524,3015,暑い,,
525,3016,ベッド,,
526,3017,（〜を）踊る,,
527,10,を生産する、を取り出す,,
528,3018,地域,,
529,3019,短い,,
530,3020,芸術,,
531,3021,到着する,,
532,3022,大学,,
533,3023,わあ,,
534,3024,事実,,
535,3025,怒った,,
536,3026,（theをつけて）アメリカ合衆国,,
537,3027,黒い,,
538,2235,心、精神(⇔body),,
539,3028,ボール、球,,
540,3029,バスケットボール,,
541,3030,事務所,,
542,3031,（既婚の女性の姓の前で）〜さん,,
543,760,コンテスト、競技(会)、争い,,
544,3032,電子メール,,
545,3033,野菜,,
546,3034,午後,,
547,3035,死ぬ,,
548,3036,遠い,,
549,3037,ケーキ,,
550,3038,〜を手渡す,,
551,3039,20の,,
552,14,を共有する、を分担する,,
553,3040,金持ちの,,
554,3041,ひとりきりの,,
555,3042,標識,,
556,3043,3番目の,,
557,3044,ペット,,
558,3045,（［馬・乗り物など］に）乗る,,
559,3046,地図,,
560,3047,だけれども,,
561,3048,授業,,
562,3049,会合,,
563,3050,貧しい,,
564,3051,左（の）,,
565,3052,たぶん,,
566,3053,違い,,
567,3054,〜時,,
568,3055,息子,,
569,2231,"を(〜に)返す(to)、(〜から、〜へ)戻る(from, to)",,
570,3056,アフリカ,,
571,3057,100の,,
572,1918,(否定文で)まだ、(文頭で)それでも、  (疑問文で)もう,,
573,3058,外国へ,,
574,3059,教室,,
575,3060,道路,,
576,3061,天気,,
577,3062,浜辺,,
578,3063,飛行機,,
579,3064,中国,,
580,3065,興奮させる,,
581,46,原因(⇔effect)、理由、大義,,
582,3066,米,,
583,3067,半分,,
584,3068,旅行,,
585,3069,夕方,,
586,3070,［客をもてなす］主人,,
587,3071,コミュニケーション、意思疎通,,
588,3072,農場,,
589,3073,ゴール、目標,,
590,3074,間違った,,
591,3075,（theをつけて）空,,
592,3076,月,,
593,3077,季節,,
594,3078,試験,,
595,3079,間違い,,
596,2219,(の)次に続く、に従う,,
597,2216,を開発する、を発展させる,,
598,3080,ロンドン,,
599,199,必要な(≒essential),,
600,3081,元気な,,
601,3082,より少ない（littleの比較級）,,
602,2265,を(〜から)受け取る(from),,
603,3083,私自身（を）,,
604,3084,注文,,
605,3085,7つの,,
606,3086,湖,,
607,2233,横たわる,,
608,3087,働く人,,
609,3088,コンサート,,
610,3089,外側に,,
611,3090,会館,,
612,3091,春,,
613,3092,カード,,
614,3093,贈り物,,
615,3094,型,,
616,3095,（be 〜で）生まれる,,
617,3096,突然,,
618,3097,窓,,
619,3098,果物,,
620,3099,〜の間に,,
621,2248,年齢、年,,
622,3100,(~ I …で）〜しましょうか,,
623,3101,健康,,
624,2300,地上、地面,,
625,165,薬、医学,,
626,3102,ピアノ,,
627,3103,〜を集める,,
628,3104,奇妙な,,
629,77,科学技術、応用技術,,
630,3105,8つの,,
631,3106,〜のように思われる,,
632,3107,（〜を）打つ,,
633,3108,側面,,
634,3109,ニューヨーク,,
635,3110,辞書,,
636,3111,座席,,
637,3112,庭,,
638,3113,危険な,,
639,3114,笑う,,
640,3115,設計,,
641,3116,暗い,,
642,3117,金,,
643,3118,石,,
644,3119,訪問者,,
645,3120,作家,,
646,3121,頭,,
647,3122,陸地,,
648,3123,doの過去分詞,,
649,2234,脳,,
650,3124,そのほかに,,
651,3125,頂上,,
652,3126,料理,,
653,3127,凧,,
654,3128,（〜と）戦う,,
655,3129,ゾウ,,
656,3130,線,,
657,3131,娘,,
658,2344,地元の,,
659,3132,靴,,
660,3133,畑、野原,,
661,3134,かけら、1個,,
662,3135,金曜日,,
663,3136,おばあちゃん,,
664,3137,コーヒー,,
665,3138,いくつかの,,
666,3139,特に,,
667,3140,牛乳,,
668,3141,製品,,
669,3142,動物園,,
670,3143,おじ,,
671,3144,世紀,,
672,3145,床,,
673,3146,中国語、中国人、中国の,,
674,3147,〜を照合する,,
675,3148,自然の,,
676,3149,島,,
677,3150,〜に沿って,,
678,50,状況、(人の置かれた)立場,,
679,3151,壁,,
680,2404,〜を許す,,
681,3152,妻,,
682,2285,"高価な(⇔inexpensive, cheap)",,
683,3153,前方へ,,
684,3154,彼自身（を）,,
685,2278,❲しばしばthe G〜❳政府,,
686,3155,注意深く,,
687,101,に気付く,,
688,3156,木材,,
689,3157,高い,,
690,2499,生ごみ,,
691,81,可能な、可能性のある,,
692,3158,Tシャツ,,
693,3159,（〜を）描く,,
694,3160,報告,,
695,2342,困難,,
696,2290,を選び取る、を摘む,,
697,3161,朝食,,
698,3162,風,,
699,3163,仕事,,
700,3164,オリンピックの,,
701,3165,涼しい,,
702,3166,中心,,
703,3167,ホテル,,
704,3168,フットボール,,
705,3169,〜を切る,,
706,3170,カップ,,
707,3171,意味,,
708,3172,本物の,,
709,2317,安全な,,
710,45,(〜についての)研究、調査(into / on / in),,
711,3173,皿,,
712,105,(を)想像する、(を)推測する ,,
713,3174,内側に,,
714,2314,低い(⇔high),,
715,29,に気付く、を実現する,,
716,3175,月曜日,,
717,2380,〜を借りる,,
718,3176,（疑問文で）誰か,,
719,1,を創り出す、を引き起こす,,
720,2310,注意深い(⇔careless),,
721,3177,所有者,,
722,3178,（〜を）投げる,,
723,3179,カレンダー,,
724,3180,門,,
725,3181,看護師,,
726,3182,簡単な,,
727,59,記憶(カ) 、 (…の)思い出(of),,
728,3183,観光客,,
729,3184,切符,,
730,3185,あなた自身（を）,,
731,2221,を支持する、を支援する,,
732,68,計画、事業、研究計画,,
733,3186,ヨーロッパ,,
734,3187,氷,,
735,3188,硬貨,,
736,116,を準備する、を調理する、(〜のために)準備をする(for),,
737,1901,を(〜から)保護する(from / against),,
738,3189,ウマ,,
739,3190,5月,,
740,1908,〜を支配する、〜を管理する、〜を制御する,,
741,3191,（単科）大学,,
742,3192,おば,,
743,3193,たぶん,,
744,3194,賞,,
745,3195,声,,
746,3196,9つの,,
747,113,を浪費する、無駄にする,,
748,3197,千の,,
749,3198,7月,,
750,3199,心臓、心,,
751,3200,百万の,,
752,2387,電気,,
753,3201,劇場,,
754,3202,雪,,
755,2284,金額、量,,
756,2429,昆虫,,
757,3203,ゆっくりと,,
758,3,を向上させる、よくなる,,
759,3204,びん,,
760,3205,いっぱいの,,
761,3206,脚,,
762,3207,歯,,
763,3208,暑さ,,
764,1920,その代わりに、そうではなくて,,
765,3209,彼ら自身（を）,,
766,3210,車で行く,,
767,3211,小学校,,
768,3212,結果,,
769,2327,（〜と）結婚する,,
770,3213,意見,,
771,3214,準備ができた,,
772,3215,健康な,,
773,3216,机,,
774,3217,さようなら,,
775,3218,パパ、お父さん,,
776,3219,空腹な,,
777,2280,客,,
778,3220,指導者、リーダー,,
779,3221,スマートフォン,,
780,3222,mayの過去形,,
781,3223,卵,,
782,3224,親しみやすい,,
783,3225,子ども,,
784,3226,桜（の木）,,
785,3227,〜をおおう,,
786,3228,ハンバーガー,,
787,3229,〜の後に,,
788,2318,野生の,,
789,2291,〜に入る,,
790,3230,〜を殺す,,
791,2323,（〜を）推測する,,
792,2279,教育,,
793,3231,オレンジ,,
794,3232,完全な,,
795,3233,（〜に）登る,,
796,2264,に着く,,
797,259,人種、民族、競争,,
798,1914,社会的な、社交の,,
799,107,を解く、解明する、(困難など)を解決す,,
800,3234,〜を横切って,,
801,2255,はっきりした,,
802,3235,８月,,
803,3236,パーセント,,
804,3237,寺院,,
805,3238,［ふちのない］帽子,,
806,3239,過去,,
807,1925,温度、体温、熱(≒fever),,
808,3240,忠告、アドバイス,,
809,3241,緊張して,,
810,52,技能、熟練,,
811,84,共通の、一般の、普通の,,
812,2454,式典,,
813,3242,おいしい,,
814,67,話題、科目、主題、被験者,,
815,229,(を)交換する、両替する,,
816,3243,砂糖,,
817,3244,大人,,
818,3245,ペン,,
819,3246,ノート,,
820,104,かなと思う、(に)驚く(at),,
821,129,(〜と)情報交換する(with)、を伝達する,,
822,3247,足,,
823,2329,（〜の）においがする,,
824,3248,〜先生、〜博士,,
825,3249,国際的な,,
826,3250,午前,,
827,3251,〜に反対して,,
828,20,を減らす、を(〜に)変える(to),,
829,3252,競技場,,
830,2261,を発見する,,
831,2270,に乗り遅れる,,
832,3253,大きさ,,
833,48,影響、効果、結果,,
834,3254,（メスの）牛,,
835,3255,４月,,
836,3256,〜を定める,,
837,2338,舞台、ステージ,,
838,3257,サービス、奉仕,,
839,3258,（人工）衛星,,
840,2377,〜を傷つける,,
841,54,(〜についての)見解(on / about)、(〜に対する)(特定の)見方(of)、眺め,,
842,2223,に触る、を感動させる,,
843,3259,〜を紹介する,,
844,3260,［ベルなど］を鳴らす,,
845,3261,警察,,
846,3262,国家の,,
847,3263,塩,,
848,2375,〜を招く,,
849,197,柔軟な、プラスチックの、ビニールの,,
850,3264,運のよい,,
851,3265,乾いた,,
852,3266,（ぴょんと）飛ぶ,,
853,151,細胞、独房、電池,,
854,3267,３月,,
855,3268,スキーをする,,
856,2275,文、(宣告された)刑,,
857,3269,〜を印刷する,,
858,3270,（theをつけて）大洋,,
859,3271,ドル,,
860,2,増加する(⇔decrease)、を増やす,,
861,3272,運動,,
862,3273,主将,,
863,3274,バレーボール,,
864,3275,（食用）肉,,
865,3276,価格,,
866,3277,距離,,
867,3278,橋,,
868,3279,イングランド,,
869,2266,を(〜に)導く(to),,
870,2337,瞬間,,
871,3280,髪の毛,,
872,3281,バナナ,,
873,3282,深い,,
874,3283,王,,
875,3284,戦争,,
876,3285,食事,,
877,3286,夫,,
878,3287,６月,,
879,3288,味,,
880,3289,太陽の,,
881,3290,（〜を）洗う,,
882,3291,写真,,
883,3292,水曜日,,
884,237,くつろぐ、緩む、をくつろがせる、を緩める,,
885,3293,〜を案内する,,
886,3294,キャンプする,,
887,3295,火,,
888,2309,真剣な、まじめな,,
889,3296,インド,,
890,76,(共同)社会、〜界、地域社会、地域住民,,
891,3297,15の,,
892,3298,期間,,
893,3299,岩,,
894,3300,フランス,,
895,3301,血液,,
896,3302,クリスマス,,
897,3303,キロメートル,,
898,8,を許す、を与える、(〜を)考慮に入れる(for),,
899,3304,初め,,
900,3305,新鮮な,,
901,3306,マラソン,,
902,3307,火曜日,,
903,362,象徴、シンボル、記号、標章,,
904,3308,リンゴ,,
905,3309,国際的な,,
906,3310,釣り,,
907,3311,10月,,
908,3312,黄色の,,
909,3313,調査員,,
910,2254,主な,,
911,83,公の(⇔private 私的な)、公衆の、公開の,,
912,65,記事、条項、品物,,
913,3314,（〜を）引く,,
914,2299,形、体調,,
915,3315,まっすぐに,,
916,3316,船,,
917,3317,50の,,
918,3318,9月,,
919,160,損害、損傷、❲~s❳損害賠償金,,
920,3319,惑星,,
921,3320,専門職の,,
922,2399,年配の,,
923,3321,クッキー,,
924,3322,甘い,,
925,3323,バラ,,
926,3324,いす,,
927,2331,消える,,
928,3325,私のもの,,
929,3326,かわいい,,
930,3327,工場,,
931,3328,誇りに思う,,
932,3329,自転車,,
933,3330,木曜日,,
934,3331,親愛なる,,
935,1907,［費用］がかかる、〜を犠牲にさせる,,
936,3332,水準,,
937,3333,果汁、ジュース,,
938,3334,安い,,
939,3335,上着,,
940,3336,快晴の,,
941,2432,腕、(普通~s)武器、兵器,,
942,3337,映像、ビデオ,,
943,3338,飛行便,,
944,3339,角,,
945,1904,現れる、…のように見える,,
946,1906,〜を(…に)加える(to ...),,
947,3340,メモ,,
948,3341,時計,,
949,3342,会話,,
950,3343,パン,,
951,30,を奨励する、を励ます(⇔discourage),,
952,3344,法律,,
953,3345,重い,,
954,3346,道具,,
955,3347,チームメイト,,
956,2296,❲the〜❳残り、休憩,,
957,98,古代の、昔からの,,
958,3348,約束,,
959,3349,城,,
960,576,宝物、財宝、財産,,
961,3350,宇宙飛行士,,
962,3351,一歩,,
963,477,規範、暗号、法典,,
964,3352,〜の方へ,,
965,3353,落ちる,,
966,3354,葉,,
967,3355,店員,,
968,3356,ギター,,
969,58,知識、知っていること、認識,,
970,3357,ラジオ,,
971,3358,たぶん,,
972,3359,生きている,,
973,2397,静かな,,
974,111,を表す、述べる,,
975,3360,恐竜,,
976,3361,空港,,
977,2247,場合、事例、実情、事件,,
978,2313,全体の,,
979,3362,書店,,
980,629,を感動させる、に印象を与える,,
981,3363,おもちゃ,,
982,3364,〜だけれども,,
983,64,(〜を対象とする)実験(on),,
984,2283,努力,,
985,2304,(政治的な)運動、動作,,
986,3365,選択,,
987,3366,スーパー,,
988,3367,口,,
989,3368,だれも〜ない,,
990,3369,社会,,
991,3370,メートル,,
992,3371,（〜か…の）どちらか,,
993,3372,ボート、船,,
994,2364,職員、スタッフ,,
995,2239,感覚、意味,,
996,3373,〜を再生利用する,,
997,2058,大豆,,
998,3374,（〜を）大声で叫ぶ,,
999,92,様々な、いくつかの,,
1000,44,興味 、利子、利害,,
1001,3375,太鼓、ドラム,,
1002,3376,軍人,,
1003,3377,遅い,,
1004,49,影響(カ),,
1005,3378,ウェブサイト,,
1006,3379,トマト,,
1007,269,交通、通行、交通[輸送]量、(不正)取引,,
1008,2381,〜を盗む,,
1009,3380,運,,
1010,3381,シカ,,
1011,3382,コンパクトディスク,,
1012,3383,神,,
1013,3384,11の,,
1014,3385,オーロラ,,
1015,2220,を満たす(⇔empty),,
1016,3386,楽団,,
1017,3387,絵,,
1018,3388,銀行,,
1019,3389,棒切れ,,
1020,3390,［ふちのある］帽子,,
1021,3391,かなり,,
1022,2302,死,,
1023,3392,発表,,
1024,3393,ページ,,
1025,3394,市場,,
1026,193,積極的な、活動的な、効力のある,,
1027,3395,日付,,
1028,3396,ガラス、コップ,,
1029,3397,2月,,
1030,3398,ニュージーランド,,
1031,3399,まん中（の）,,
1032,3400,平均の,,
1033,3401,能力,,
1034,86,似ている、酷似した、同様の,,
1035,3402,行動,,
1036,2345,りこうな,,
1037,3403,〜の上に,,
1038,53,事柄、問題、(~s)事態、(the ~)困難、物質,,
1039,3404,12の,,
1040,3405,かさ,,
1041,3406,婦人,,
1042,3407,友情,,
1043,373,砂漠、不毛の地,,
1044,2301,"病気(≒illness, sickness)",,
1045,3408,クマ,,
