id,master_word_id,translation,created_at,updated_at
80,88,主要な、大きい(ほうの)、長調の,,
81,587,重要でない、小さい(⇔major),,
82,2255,はっきりした,,
83,80,ありそうな(⇔unlikely),,
84,81,可能な、可能性のある,,
85,86,似ている、酷似した、同様の,,
86,2256,(〜に)(ごく)近い(to),,
87,84,共通の、一般の、普通の,,
88,1916,全般的な、一般的な(⇔specific),,
89,289,一般の、普通の、並の,,
90,184,特定の明確な、具体的な、(…に)特有の(to),,
91,90,特定の、特別の、 (〜について)やかましい(about),,
92,82,個々の、個人の,,
93,2257,(〜に)特有の(to),,
94,293,まれな、珍しい、希少な,,
95,1933,したがって、それゆえに,,
96,1934,したがって(≒therefore)、このように、次のように,,
97,2258,"そのうえ、さらに(≒besides, furthermore)",,
98,1944,"さらに(≒moreover, besides)",,
99,2259,"そのうえ(≒moreover, furthermore)",,
100,1000,それにもかかわらず、それでもなお(≒nevertheless),,
101,101,に気付く,,
102,2260,(に)注意する、注目する,,
103,2261,を発見する,,
104,29,に気付く、を実現する,,
105,106,〜と分かる、〜を認める、を識別できる,,
106,30,を奨励する、を励ます(⇔discourage),,
107,2262,(人)に無理矢理(…)させる(to do),,
108,2263,を(〜に)注文する(from)、を(人)に命令する,,
109,25,に影響を及ぼす(≒influence)、を感動させる,,
110,12,を提供する、申し出る,,
111,38,を要求する,,
112,109,"と主張する(≒claim, maintain)、議論する",,
113,110,を主張する、を(自分のものとして)要求する,,
114,37,反対する、(…)と言って反対する(that節),,
115,35,に異議を唱える、(人)に挑む,,
116,19,を関与させる、を伴う,,
117,6,を含む(⇔exclude),,
118,130,を含む、の収容能力がある、(感情など)を抑える,,
119,28,を関連付ける、(〜に)関連する(to),,
120,135,をつなぐ、を関連付ける,,
121,102,言及する、関連する、参照する,,
122,131,と連絡を取る、接触する,,
123,31,を比較する、を(〜に)例える(to),,
124,32,を測る、を(比較して)評価する,,
125,34,に印を付ける、を(記号で)示す、に汚れを付ける,,
126,103,に近づく、に取り組む,,
127,2264,に着く,,
128,118,を達成する、を成し遂げる,,
129,2265,を(〜から)受け取る(from),,
130,40,を完成させる、仕上げる,,
131,2266,を(〜に)導く(to),,
132,2267,（［競技など］に）勝つ(⇔lose),,
133,2268,を失う,,
134,2269,(…)できない(to do)、失敗する,,
135,2270,に乗り遅れる,,
136,2271,に欠けている、が不足している,,
137,20,を減らす、を(〜に)変える(to),,
138,27,を避ける,,
139,23,を制限[規制]する,,
140,137,を妨げる、を防ぐ,,
141,2272,を着ている,,
142,24,に耐える(≒endure)、を負う、を産む、を(心に)抱く,,
143,2273,を(〜に)集中させる(on),,
144,1910,著者、張本人,,
145,2274,教授,,
146,2275,文、(宣告された)刑,,
147,2276,(文章の)一節、通路,,
148,2277,伝言、メッセージ,,
149,72,声明、主張、明細書,,
150,254,話題、トピック、主題,,
151,65,記事、条項、品物,,
152,63,問題(点)、発行(物)、発表,,
153,62,学説、理論、原理、推測,,
154,74,証拠,,
155,64,(〜を対象とする)実験(on),,
156,67,話題、科目、主題、被験者,,
157,2278,❲しばしばthe G〜❳政府,,
158,146,政策、方針、(個人の)主義,,
159,2279,教育,,
160,43,会社、(集合的に)仲間、(仲間と)一緒にいること、一座,,
161,246,(職場の)同僚,,
162,143,産業、工業、勤勉(≒diligence),,
163,148,貿易、商売、取引,,
164,145,経済(状態)、経済圏、節約,,
165,2280,客,,
166,61,利益、恩恵、給付金,,
167,150,数字、姿、人物、図表,,
168,2281,割合,,
169,2282,(…する)見こみ(of doing)、機会,,
170,141,機会(≒chance),,
171,68,計画、事業、研究計画,,
172,60,実践、実行、(社会の)慣習、練習,,
173,2283,努力,,
174,69,質(⇔quantity)、特質,,
175,471,量(⇔quality)、分量,,
176,2284,金額、量,,
177,1915,科学的な、 (自然)科学の,,
178,95,政治(上)の,,
179,1914,社会的な、社交の,,
180,187,公用の、公式の、役所の,,
181,188,財政(上)の、財界の,,
182,2285,"高価な(⇔inexpensive, cheap)",,
183,92,様々な、いくつかの,,
184,2286,普通の(⇔abnormal)、標準の,,
185,286,精通している、よく知られている,,
186,79,(〜に)適切な(for / to),,
187,199,必要な(≒essential),,
188,99,正しい、適切な,,
189,93,手に入る、利用できる、手が空いている,,
190,398,典型的な、(〜に)特有の(of),,
191,179,肯定的な、積極的な、確信して、(検査結果が)陽性の,,
192,180,否定的な、積極的な、(検査結果が)陰性の,,
193,990,受動的な、消極的な,,
194,91,身体の(⇔mental)、物質的な、物理学の,,
195,183,精神の、知能の、頭の中で行う,,
196,1919,(〜よりも)むしろ(than)、かなり、それどころか,,
197,1920,その代わりに、そうではなくて,,
198,1935,さもなければ(≒or else)、その他の点では、違った風に,,
199,2287,どうにかして、どういうわけか,,
200,500,いくぶん、多少,,
201,104,かなと思う、(に)驚く(at),,
202,121,と思う、と仮定する,,
203,105,(を)想像する、(を)推測する ,,
204,132,を見なす、を見る、を評価する,,
205,2288,(…であればいいのに)と思う(that節),,
206,124,を決定する、を正確に知る,,
207,111,を表す、述べる,,
208,202,を表す、を代表する、に相当する,,
209,201,を特定する、を(…と)同一視する(with),,
210,128,に言及する、と言う,,
211,107,を解く、解明する、(困難など)を解決す,,
212,126,を証明する、判明する、わかる,,
213,129,(〜と)情報交換する(with)、を伝達する,,
214,133,を尊敬する、を尊重する,,
215,123,〜のほうを好む,,
216,21,を設計する、を計画する,,
217,119,を確立する、を設立する,,
218,39,を設立する、(理論など)を(〜に基づいて)築く(on),,
219,140,を出版する、を公表する,,
220,2289,(の)役に立つ、に食事を出す,,
221,120,〜を供給する,,
222,127,を適用[応用]する、申し込む、(…に)適用される(to / in),,
223,125,を扱う、を治療する,,
224,134,捜す、を捜索する、を詳しく調べる,,
225,116,を準備する、を調理する、(〜のために)準備をする(for),,
226,1901,を(〜から)保護する(from / against),,
227,2290,を選び取る、を摘む,,
228,1923,(に)ぴったり合う、適合する、を(…に)はめ込む(in / into)を(…に)合わせる(to),,
229,117,を獲得する、(を)増す,,
230,2291,〜に入る,,
231,115,を広める、広がる,,
232,114,進歩する、〜を進歩させる、を進める、進む、(名)進歩,,
233,16,傾向がある、を世話する,,
234,36,頼る、〜次第である,,
235,33,存在する、生存する,,
236,136,減少する、衰退する、を断る,,
237,223,減少する(⇔increase)、〜を減らす,,
238,113,を浪費する、無駄にする,,
239,2292,(物・体の一部)に損害を与える,,
240,138,苦しむ、患う、(苦痛など)を経験する,,
241,2293,行動する,,
242,122,(を)行う、(を)演じる、(を)演奏する,,
243,56,(生物の)種、種類,,
244,2294,多様(性)、種類,,
245,1928,程度(≒extent)、［湿度・角度などの］度、学位、等級,,
246,156,範囲、射程距離、(同類の)組,,
247,2295,水準、基準,,
248,144,(情報伝達の)媒体、手段,,
249,158,利点、優勢、有利,,
250,142,(課された)仕事、作業、課題、タスク,,
251,2296,❲the〜❳残り、休憩,,
252,2297,目的,,
253,167,特徴、❲通例~s❳顔つき、特集記事[番組],,
254,2298,要因、要素,,
255,2299,形、体調,,
256,152,印象、イメージ、画像、像,,
257,166,❲~s❳詳細(な情報)、細部,,
258,157,性格、個性、特徴、登場人物、文字,,
259,168,機能、関数,,
260,175,構造、体系、構造物,,
261,2300,地上、地面,,
262,49,影響(カ),,
263,2301,"病気(≒illness, sickness)",,
264,247,苦痛、痛み、苦悩、❲~s❳骨折り,,
265,165,薬、医学,,
266,2302,死,,
267,2303,恐れ、恐怖(心),,
268,59,記憶(カ) 、 (…の)思い出(of),,
269,153,感情、情動、感動,,
270,2304,(政治的な)運動、動作,,
271,164,地域、領域、部位,,
272,2305,(長期的な)気候,,
273,1925,温度、体温、熱(≒fever),,
274,76,(共同)社会、〜界、地域社会、地域住民,,
275,2306,人口,,
276,2307,世代,,
277,2308,(〜に)出席している(at / in)(⇔absent)、現在の、(〜に)存在している(in),,
278,87,最近の,,
279,182,現在の、現代の、通用している,,
280,98,古代の、昔からの,,
281,291,以前の、前の,,
282,2309,真剣な、まじめな,,
283,2310,注意深い(⇔careless),,
284,2311,責任がある,,
285,193,積極的な、活動的な、効力のある,,
286,2312,"(〜を、…ではないかと)恐れて(of, that節)",,
287,190,気付いて、知って,,
288,89,忍耐強い、勤勉な,,
289,2313,全体の,,
290,2314,低い(⇔high),,
291,2315,巨大な,,
292,97,空白の、無表情な、がらんとした,,
293,2316,中心的な,,
294,2317,安全な,,
295,2318,野生の,,
296,200,結局(は),,
297,2319,残念なことに,,
298,2320,見たところ、見た目には,,
299,2321,後で,,
300,2322,完全に(≒completely)、全部で,,
301,236,を当然のことと思う、と仮定する、(権力など)を手に入れる、(責任など)を引き受ける,,
302,2323,（〜を）推測する,,
303,211,を結びつけて考える、(〜と)交際する(with),,
304,239,を強く望む,,
305,203,を指し示す、を述べる,,
306,231,反応する、答える,,
307,2324,答える,,
308,212,を試みる、企てる,,
309,204,をどうにか成し遂げる、を管理する,,
310,206,を維持する、と主張する、を養う,,
311,215,を団結させる、(を)結合する、団結する,,
312,2325,〜に参加する,,
313,222,を引きつける,,
314,225,(と)合う、に匹敵する、一致する,,
315,2326,〜を攻撃する,,
316,217,を追い求める、(助けなど)を要請する,,
317,312,を従事させる、を(…として)雇う(as)、(…に)従事する(in / with),,
318,240,(〜に)成功する(in)、(〜を)継承する(to),,
319,2327,（〜と）結婚する,,
320,205,に出席する、(を)世話をする、(…に)対処[対応]する(to),,
321,238,を満足させる、(条件など)を満たす,,
322,139,を切り抜けて生き残る、より長生きする、生き延びる,,
323,213,を促進する、(通常受身形で)昇進する,,
324,214,を稼ぐ、を得る、をもたらす,,
325,216,に食べ物[乳]を与える、に(〜を)供給[補給]する(with)、餌を食べる,,
326,2328,〜の味がする、の味をみる,,
327,2329,（〜の）においがする,,
328,227,適応する、を(…に)適合させる(to),,
329,314,を採用する、(態度など)をとる、を養子にする,,
330,539,を調整する、を適合させる、を順応する,,
331,2330,〜を分ける,,
332,229,(を)交換する、両替する,,
333,208,に取って代わる、を取り替える,,
334,234,を取り除く、を解雇する,,
335,307,を放出する、を解放する、を発表する,,
336,2331,消える,,
337,218,を観察する、に気づく、を遵守する,,
338,220,と推定する、を見積もる、を評価する,,
339,219,を明らかにする、を見せる,,
340,305,現れる、明らかになる、台頭する,,
341,521,生じる,,
342,2332,国民、市民,,
343,2333,(〜としての)経歴(as)、(生涯の)職業,,
344,171,収入、所得,,
345,2334,十億,,
346,248,請求書、【英】勘定書(≒【米】check)、法案,,
347,244,料金、世話、管理、告発,,
348,170,品目、項目、(同種の中の)〜個、(短い)記事,,
349,2335,規模、尺度,,
350,173,用地、場所、跡地、(ウェブ)サイト,,
351,250,部門、部分、地区、欄,,
352,253,(しばしば~s)作物、収穫高,,
353,2336,(日常の)食事、(普通the D〜)(日本などの)国会,,
354,75,(〜の)源、根源(of)、出所、情報源,,
355,163,❲通例~s❳資源、❲通例~s❳資金、才覚,,
356,2337,瞬間,,
357,155,10年間,,
358,2338,舞台、ステージ,,
359,174,(物事の)側面、観点、様相,,
360,2339,種類(≒kind),,
361,178,(具体的な)例、実例、(特定の)場合,,
362,177,関連、繋がり、(2地点を結ぶ)交通手段,,
363,245,(…との)対照(with / to),,
364,169,利用、入手、接近(の機会・方法・権利),,
365,243,装置、機器、方策、デバイス,,
366,2340,調査,,
367,255,技術、技巧、手法,,
368,249,内容、中身、コンテンツ,,
369,252,表面、❲the〜❳外見,,
370,241,概念、考え、(商品・販売の)コンセプト,,
371,2341,困難、苦労,,
372,2342,困難,,
373,260,罪、犯罪、違法行為,,
374,172,態度、考え方、心構え,,
375,176,習慣、癖,,
376,2343,たとえ何を…しても、たとえ何が…であろうと,,
377,299,都市の、都会的な(⇔rural),,
378,387,田舎の(⇔urban)、田園の,,
379,2344,地元の,,
380,94,出生地の、原産の、生得の、土着の,,
381,2345,りこうな,,
382,379,聡明な、知能を有する,,
383,2346,知的な、知性がある,,
384,192,潜在的な、可能性を秘めた,,
385,288,道徳(上)の、倫理的な、道徳的な,,
386,1931,個人的な・私的な(⇔public 公の)、民営の,,
387,290,(〜に)等しい(to)、匹敵する、平等な,,
388,2347,公正な(⇔unfair)、(数量などが)かなりの,,
389,285,全体の、全部の(whole)、完全な,,
390,597,初めの,,
391,186,(…に)必要不可欠な(to / for)、本質的な,,
392,185,重要な、重大な、意義深い,,
393,2348,恐ろしい,,
394,194,デジタル方式の、デジタル[数字]表示の,,
395,1943,直接の(⇔indirect 間接の)、率直な,,
396,2349,ほとんど,,
397,2350,単に(≒only),,
398,1958,めったにない(≒rarely),,
399,2351,最近(≒recently),,
400,2352,(空間・時間的に)離れて、別々に,,
401,303,を信頼する、を(信頼して)託す,,
402,2353,(…すること、…ということ)を約束する(to do; that節),,
403,301,を予言[予測]する,,
404,221,を反映する、(を)反射する、(を)熟考する,,
405,325,を思い出す、を呼び戻す,,
406,311,頼る(≒depend),,
407,601,❲commit oneself または受身形で❳献身する、(罪など)を犯す、を投入する,,
408,340,を正当に評価する、を鑑賞する、を感謝する,,
409,426,を(…のことで)賞賛する(for)、賛美する,,
410,233,ではないと思う、を疑う,,
411,336,(と)不平[苦情]を言う、訴える,,
412,224,を無視する,,
413,329,(人)に(〜を)警告[注意]する(of / against),,
414,2354,〜を集める,,
415,315,を得る、を習得する,,
416,302,を調べる、を診察する、を尋問する,,
417,2355,(試合、テストで)(点)を取る,,
418,310,(を)判断する、に判決を下す,,
419,322,を選ぶ、えり抜く,,
420,308,〜を分ける、分かれる,,
421,423,を区別する,,
422,1937,(…を)卒業する(from),,
423,313,を変える、移す、変わる、移動する,,
424,232,を隠す(≒conceal)、隠れる,,
425,2356,〜を混ぜる,,
426,2357,〜を修理する,,
427,230,を展示[陳列]する、を示す、を発揮する、(名)展示品,,
428,226,を定義する、を明確にする,,
429,2358,〜を発明する,,
430,306,さまざまである、変わる、を変える,,
431,316,(を)拡大する、(を)詳説する,,
432,323,(徐々に)発展する、進化する,,
433,321,を混同する、を当惑させる,,
434,320,を消費する、を食べる、飲む,,
435,429,競う、❲通例否定文で❳(〜に)匹敵する(with),,
436,319,(を)繰り返す、を復唱する,,
437,439,を修理する(≒fix)、を修復する,,
438,416,に思い出させる,,
439,317,を拒む、を断る、拒絶する,,
440,431,を拒否する,,
441,430,を否定する、を拒む,,
442,326,を破壊する、(人)を破滅させる,,
443,251,(集合的に)聴衆、観客、視聴者,,
444,259,人種、民族、競争,,
445,261,争い、論争、不一致,,
446,264,討論、論争、討論会,,
447,262,闘い、懸命の努力,,
448,270,戦略,,
449,278,進歩、前進,,
450,343,原則、原理、主義、信条,,
451,342,要素、成分、元素、(an ~ ofで)少しの,,
452,346,起源、源,,
453,2359,誕生,,
454,274,祖先(⇔descendant 子孫)、原型,,
455,151,細胞、独房、電池,,
456,275,遺伝子,,
457,2360,場面、(事件などのあった)場所、風景,,
458,267,(〜への)傾向(toward)、流行,,
459,269,交通、通行、交通[輸送]量、(不正)取引,,
460,276,跡、軌道、【米】(鉄道の)番線、走路,,
461,2361,連続、(テレビ番組などの)続き物,,
462,263,状況、背景、文脈,,
463,2362,(景色・事件などの)背景、経歴,,
464,271,基礎、根拠、基準,,
465,256,地位、状態,,
466,2363,ボランティア、志願者,,
467,2364,職員、スタッフ,,
468,548,義務、❲しばしば〜ties❳職務、関税,,
469,2365,労働、(肉体的、精神的)骨折り,,
470,258,報酬、報い,,
471,273,目的、目標、狙い,,
472,2366,楽しみ,,
473,2367,群衆、観衆,,
474,277,革命、回転、(天体の)公転(⇔rotation 自転),,
475,2368,貧困,,
476,272,❲通例~s❳結果、重大性,,
477,641,連続、ー連(のもの),,
478,181,複雑な、複合(体)の,,
479,1797,複雑な(≒complex),,
480,292,間違った、虚偽の、偽の,,
481,2369,代替の、どれか[どちらか]一つの,,
482,296,極端な、極度の、過激な,,
483,280,理想的な、観念的な,,
484,1965,最も重要な、第一の ·初等(教育)の,,
485,191,〜の価値がある、(…する)に値する(doing)、(名)価値,,
486,287,明らかな(≒clear),,
487,294,法律の、合法の(⇔illegal 違法の),,
488,2370,商業的な、営利的な、商業の,,
489,384,人工の(⇔natural 自然の)、不自然な,,
490,198,化学の、化学的な,,
491,390,生物学(上)の,,
492,2371,元の、❲the〜❳前者の(⇔the latter),,
493,195,可動[移動]式の、流動性のある,,
494,2372,まっすぐな、直立した、率直な,,
495,2373,規則正しい,,
496,295,(…から)独立した(of / from),,
497,399,海外へ[に、で](≒abroad),,
498,2374,〜と違って,,
499,800,〜経由で、〜の媒介で,,
500,300,〜するのに(対し)、〜する一方,,
501,422,に気付く、を知覚する、を理解する,,
502,532,を魅了する,,
503,335,(人)を退屈させる、うんざりさせる,,
504,526,を失望させる、(希望など)をくじく,,
505,424,を暗に意味する、を必然的に伴う,,
506,405,を勧める,,
507,401,を論証[証明]する、デモをする,,
508,413,と結論づける、を締めくくる、を締結する,,
509,510,を発表[公表]する、知らせる、(物事が)告げる,,
510,427,訴える、抗議する、(上級審に)上訴する,,
511,330,(問題など)に対処する、に演説する、(手紙など)を(〜宛てに)出す(to),,
512,414,を宣伝する、(…を求める)広告を出す(for),,
513,2375,〜を招く,,
514,412,を持つ[する]余裕がある、を与える,,
515,404,を購入する,,
516,332,参加する,,
517,2376,所属する,,
518,210,(調査・実験など)を実施する、を導く,,
519,402,振る舞う、作動する,,
520,331,〔機械〕を操作する、〜を手術する、機能する,,
521,328,を準備する、を組織する,,
522,337,を主催する、のホスト役を務める,,
523,338,を(〜と)結び付ける(with)、(〜と)結び付く(with),,
524,421,を配達する、(演説、講義)をする、子を産む,,
525,417,❲受身形で❳位置する、の位置を探し当てる,,
526,415,に遭遇する、に(思いがけず)出会う,,
527,333,を取り巻く、にまつわる,,
528,408,(を)調査[探求]する、(を)探検[探査]する,,
529,304,を動けなくする、を突き刺す、(…に)くっつく(to / on),,
530,318,の心を打つ、を襲う、を打つ、(に)ぶつかる,,
531,2377,〜を傷つける,,
532,420,(を)かむ、(に)かみつく、(を)刺す,,
533,410,を引き裂く、裂ける,,
534,418,を援助する、助ける(≒help),,
535,2378,を押す、に(〜を)強要する(for),,
536,2379,燃える,,
537,334,流れる、(…から)生じる(from)、(名)流れ,,
538,327,を保存する、を保持する、を保護する,,
539,2380,〜を借りる,,
540,2381,〜を盗む,,
541,2382,逃げる,,
542,2383,隣人,,
543,2384,世帯、家族,,
544,353,居住者、滞在者,,
545,1942,乗り物、車、伝達手段、媒体,,
546,2385,❲the〜❳(自動車の)ハンドル(=steeing wheel),,
547,2386,遅れ,,
548,265,燃料、勢いを増加させるもの,,
549,266,汚染、公害,,
550,345,❲the〜❳大気、雰囲気,,
551,2387,電気,,
552,2388,がん,,
553,1748,疫病、(害虫などの)異常発生,,
554,352,脅威、(悪い)兆し、脅迫,,
555,2389,洪水、(〜の)殺到(of),,
556,2390,地震,,
557,367,災害、惨事,,
558,366,危機,,
559,457,犠牲(者)、被害者,,
560,354,富、資源、富裕,,
561,360,❲しばしば~s❳資金、基金,,
562,451,資本、首都、大文字(=capital letter),,
563,349,利益、収益(率)、得,,
564,2391,才能、才能のある人,,
565,348,(最大)容量、収容能力、(潜在)能力,,
566,2392,(主に人文系の)学者、奨学生,,
567,2393,伝統,,
568,1940,文学、文献、印刷物,,
569,368,講義、講演、説教,,
570,351,❲~s❳作法、方法、物腰,,
571,362,象徴、シンボル、記号、標章,,
572,363,分析(結果)(⇔synthesis),,
573,364,(本、製品などの)版、解釈,,
574,365,観点、見方、大局観、遠近法,,
575,2394,(将来の)展望、(将来を)見通す力、視力,,
576,358,光景、❲the ~s❳名所、目にすること、視野、視力,,
577,541,見識、理解(力)、洞察力,,
578,1975,2言語を使う,,
579,381,能力がある、有能な,,
580,298,いとわない、かまわないと思う,,
581,798,(〜を)熱望して(for)、熱心な,,
582,2395,びっくりするような,,
583,2396,穏やかな,,
584,2397,静かな,,
585,2398,高齢者の、(地位などが)上級の、年上の,,
586,2399,年配の,,
587,385,確固たる、堅固な、安定した,,
588,392,(人・規律・自体・天気などが)厳しい、猛烈な,,
589,2400,困難な、頑丈な、厳しい,,
590,2401,急速な,,
591,498,即座の、当面の、すぐそばの、直接の,,
592,283,莫大な、広大な,,
593,394,莫大な、巨大な,,
594,2402,広範囲な、広い、大ざっぱな,,
595,481,狭い、細い、限られた,,
596,1955,とても小さな、わすかな,,
597,281,効率的な、有能な,,
598,391,絶え間ない、一定の,,
599,2403,すぐ近くの,,
600,1976,遠い、隔たった,,
601,428,(を)強く主張する、要求する,,
602,432,を意図する,,
603,435,(人)を奮起させる、を喚起する,,
604,516,を強調する、を重視する,,
605,436,を提案する、をもくろむ、結婚を申し込む,,
606,613,を説得する、に確信させる,,
607,324,を納得[確信]させる,,
608,406,(を)(しぶしぶ)認める、に(〜への)入場[入学など]を認める(to / into),,
609,434,に賛成する、を好む、をひいきする,,
610,2404,〜を許す,,
611,501,を解釈する、(を)通訳する,,
612,502,を翻訳する、を(〜に)変える(into),,
613,503,(を)集中する,,
614,505,を批判する、を批評する,,
615,531,を責める、の責任を負わせる,,
616,513,に反対する、を対抗[対比]させる,,
617,508,に知らせる、情報を提供する,,
618,511,(人)に(許可・権利など)を与える、を認める,,
619,507,を得る,,
620,519,を変える、変わる,,
621,524,を変える、変わる(≒change),,
622,538,の段取りをつける、を手配する、を配置する,,
623,537,影響し合う、相互に作用する,,
624,425,を処理する、扱う、を論じる、を商う,,
625,339,を伸[延]ばす、伸びる、及ぶ,,
626,411,を解決する、(に)移り住む、を落ち着かせる,,
627,228,貢献する、一因となる、(を)寄付する、(を)寄稿する,,
628,520,を建設する(=build)、を構成する,,
629,440,(〜から)成る(of)、(〜に)ある(in),,
630,1948,に適する、に似合う、を適合させる,,
631,2405,を(〜に)結びつける(to),,
632,514,異なる,,
633,515,をひどく嫌う、を残念に思う,,
634,2406,(…すること)を嫌う(doing),,
635,606,不賛成である、意見が食い違う,,
636,523,を後悔する,,
637,517,を雇う(≒give ~ ajob)、を使う(≒use),,
638,2407,"を雇う(≒employ)(⇔fire, dismiss)、英を賃借りする",,
639,525,を吸収する、を併合する、を夢中にさせる,,
640,433,をさらす、を暴露する、を露出する,,
641,438,呼吸する、を吸う,,
642,2408,❲~s❳起源、ルーツ、根源、根,,
643,561,(他国からの)移民、移住、入国管理,,
644,473,部族、仲間,,
645,472,風景、領域、状況,,
646,375,農業、農学、畜産,,
647,374,土地、土壌、(悪事などの)温床,,
648,2409,鉱山、地雷(=landmine),,
649,1939,かたまり、大量、一般大衆,,
650,2410,4分の1,,
651,2411,時代(≒period),,
652,350,❲通例~s❳状況、事情、境遇,,
653,344,現象,,
654,371,(社会的な)慣習、❲~s❳税関、❲~s❳関税,,
655,443,宗教、信条、信仰(心),,
656,2412,文明,,
657,2413,"❲the〜, the U〜❳宇宙、❲the〜❳全世界",,
658,456,多様性、相違点,,
659,455,特性(≒feature),,
660,454,(書物などの)論評、再調査、【米】復習,,
661,458,場合、時、行事、機会,,
662,359,運動、軍事行動,,
663,2414,板、委員会、重役会,,
664,459,施設、設備、機能、才能,,
665,372,裁判所、法廷、裁判、宮廷、中庭,,
666,475,試み、(品質・性能などの)試験、裁判、試用期間,,
667,445,実験室、研究室,,
668,450,器具、楽器(=musical instrument),,
669,442,❲通例 ~s❳指示、❲~s❳(製品の)使用書,,
670,377,(公)文書、書類、記録、資料,,
671,341,(到達・攻撃)目標、的,,
672,452,結果(≒result)、成果,,
673,2415,筋肉、威力,,
674,2416,❲しばしば~s❳賃金,,
675,370,(社会的、文化的)性、性別,,
676,447,自信、信頼、秘密,,
677,2417,信用、名誉、信用貸し,,
678,1745,良心、分別,,
679,583,心配して、切望して,,
680,2418,眠って,,
681,2419,生きている,,
682,2420,(…の点で)似ている,,
683,2421,(〜に)秀でている(at / in)、すばらしい,,
684,491,奇妙な(≒strange)、奇数の,,
685,494,敏感な、神経質な、微妙な,,
686,1183,賢明な、実用的な、顕著な,,
687,495,(人・気質などが)激しい、暴力的な,,
688,388,軍の、軍事(用)の,,
689,389,核の、原子力の,,
690,487,現代の、同時代の、同年輩の,,
691,1978,初級の、基本的な,,
692,486,年1回の、例年の、1年間の,,
693,2422,第一の、主要な,,
694,297,実際の、現実の,,
695,496,仮想の、事実上の,,
696,480,非常に数の多い,,
697,479,多様な、種々雑多な,,
698,482,広範囲にわたる、広く普及した,,
699,483,(〜に、…するのに)十分な(for ; to do),,
700,2423,空の,,
701,540,を確認する、を裏付ける,,
702,619,を説明する、に挿絵を入れる,,
703,437,(語)をつづる、という語になる,,
704,612,を悩ます、(〜を)気にかける(about / with),,
705,715,を悩ます、(受身形で)腹が立っ,,
706,625,をかき乱す、を妨害する、を動揺させる,,
707,706,(人)にやる気をなくさせる、を落胆させる(⇔encourage),,
708,705,に恥ずかしい思いをさせる,,
